Orden;Material;Documento material;Descripción material;Ctd.en UM base y signo +/-;Impte.mon.local;Clase de movimiento;Fecha de documento;Fecha contabiliz.;Almacén;Ind.movim.mercancías;Centro;Pos.documento mat.;Lote;Indicador Debe/Haber;Moneda;Reserva
1082962;12002548;4916459634;CARNE POLLO CORTADA PARA POP CORN;265,200;4.088.058;261;19/5/2026;19/5/2026;1001;1;B010;2;2605190170;H;COP;1948005
1082962;18001585;4916458127;BOLSA FUNDA BTOX10BOLX100UN;86;18.495;261;19/5/2026;19/5/2026;1001;1;B010;5;2604151095;H;COP;1948005
1082962;18001585;4916459532;BOLSA FUNDA BTOX10BOLX100UN;73;15.699;261;19/5/2026;19/5/2026;1001;1;B010;4;2604151095;H;COP;1948005
1082962;18001586;4916458127;BOLSA FUELLE  BTOX50BOLX100UN;1.680;92.236;261;19/5/2026;19/5/2026;1001;1;B010;4;2604291357;H;COP;1948005
1082962;18001586;4916459532;BOLSA FUELLE  BTOX50BOLX100UN;1.415;77.687;261;19/5/2026;19/5/2026;1001;1;B010;3;2604291357;H;COP;1948005
1082962;18001602;4916453436;ETIQUETA TERMICA CJX4ROLX2605UN;200;9.600;261;19/5/2026;19/5/2026;1001;1;B010;1;2604290726;H;COP;1948005
1082962;18001602;4916453447;ETIQUETA TERMICA CJX4ROLX2605UN;200;9.600;261;19/5/2026;19/5/2026;1001;1;B010;1;2604290726;H;COP;1948005
1082962;18001602;4916453574;ETIQUETA TERMICA CJX4ROLX2605UN;200;9.600;261;19/5/2026;19/5/2026;1001;1;B010;1;2604290726;H;COP;1948005
1082962;18001602;4916453591;ETIQUETA TERMICA CJX4ROLX2605UN;200;9.600;261;19/5/2026;19/5/2026;1001;1;B010;1;2604290726;H;COP;1948005
1082962;18001602;4916455161;ETIQUETA TERMICA CJX4ROLX2605UN;300;14.400;261;19/5/2026;19/5/2026;1001;1;B010;1;2604290726;H;COP;1948005
1082962;18001602;4916455167;ETIQUETA TERMICA CJX4ROLX2605UN;300;14.400;261;19/5/2026;19/5/2026;1001;1;B010;1;2604290726;H;COP;1948005
1082962;18001602;4916455191;ETIQUETA TERMICA CJX4ROLX2605UN;300;14.400;261;19/5/2026;19/5/2026;1001;1;B010;1;2604290726;H;COP;1948005
1082962;18001602;4916456127;ETIQUETA TERMICA CJX4ROLX2605UN;300;14.400;261;19/5/2026;19/5/2026;1001;1;B010;1;2604290726;H;COP;1948005
1082962;18001602;4916456133;ETIQUETA TERMICA CJX4ROLX2605UN;300;14.400;261;19/5/2026;19/5/2026;1001;1;B010;1;2604290726;H;COP;1948005
1082962;18001602;4916456890;ETIQUETA TERMICA CJX4ROLX2605UN;200;9.600;261;19/5/2026;19/5/2026;1001;1;B010;1;2604290726;H;COP;1948005
1082962;18001602;4916456947;ETIQUETA TERMICA CJX4ROLX2605UN;300;14.400;261;19/5/2026;19/5/2026;1001;1;B010;1;2604290726;H;COP;1948005
1082962;18001602;4916457041;ETIQUETA TERMICA CJX4ROLX2605UN;300;14.400;261;19/5/2026;19/5/2026;1001;1;B010;1;2604290726;H;COP;1948005
1082962;18001602;4916457042;ETIQUETA TERMICA CJX4ROLX2605UN;300;14.400;261;19/5/2026;19/5/2026;1001;1;B010;1;2604290726;H;COP;1948005
1082962;18001602;4916458254;ETIQUETA TERMICA CJX4ROLX2605UN;300;14.400;261;19/5/2026;19/5/2026;1001;1;B010;1;2604290726;H;COP;1948005
1082962;18001602;4916458259;ETIQUETA TERMICA CJX4ROLX2605UN;300;14.400;261;19/5/2026;19/5/2026;1001;1;B010;1;2604290726;H;COP;1948005
1082962;18001612;4916458127;CINTA DE RESINA 110*450M ROLX45000CM;8.400;0;261;19/5/2026;19/5/2026;1001;1;B010;6;2603311297;H;COP;1948005
1082962;18001612;4916459532;CINTA DE RESINA 110*450M ROLX45000CM;7.075,472;0;261;19/5/2026;19/5/2026;1001;1;B010;5;2603311297;H;COP;1948005
1082962;14002613;4916458127;POP CORN BOL(0,88KG);-1.680;-20.472.480;101;19/5/2026;19/5/2026;1001;4;B010;1;2605190176;S;COP;0
1082962;14002613;4916459532;POP CORN BOL(0,88KG);-1.500;-18.279.000;101;19/5/2026;19/5/2026;1001;4;B010;1;2605190176;S;COP;0
1082963;11000341;4916459630;MARINADOR CRISPY 15.66KG CJX60UN;8;28.612;261;19/5/2026;19/5/2026;1001;1;B010;1;2603050867;H;COP;1948006
1082963;14002446;4916459112;CARNE BIG CRUNCH;451,100;7.230.230;261;19/5/2026;19/5/2026;1001;1;B010;1;2605190174;H;COP;1948006
1082963;18001585;4916458831;BOLSA FUNDA BTOX10BOLX100UN;10;2.151;261;19/5/2026;19/5/2026;1001;1;B010;3;2604151095;H;COP;1948006
1082963;18001585;4916459539;BOLSA FUNDA BTOX10BOLX100UN;4;860;261;19/5/2026;19/5/2026;1001;1;B010;3;2604151095;H;COP;1948006
1082963;18001585;4916459630;BOLSA FUNDA BTOX10BOLX100UN;85;18.280;261;19/5/2026;19/5/2026;1001;1;B010;3;2604151095;H;COP;1948006
1082963;18001586;4916458831;BOLSA FUELLE  BTOX50BOLX100UN;388;21.302;261;19/5/2026;19/5/2026;1001;1;B010;2;2604291357;H;COP;1948006
1082963;18001586;4916459539;BOLSA FUELLE  BTOX50BOLX100UN;160;8.784;261;19/5/2026;19/5/2026;1001;1;B010;2;2604291357;H;COP;1948006
1082963;18001586;4916459630;BOLSA FUELLE  BTOX50BOLX100UN;110;6.039;261;19/5/2026;19/5/2026;1001;1;B010;2;2604291357;H;COP;1948006
1082963;18001602;4916456102;ETIQUETA TERMICA CJX4ROLX2605UN;300;14.400;261;19/5/2026;19/5/2026;1001;1;B010;1;2604290726;H;COP;1948006
1082963;18001602;4916456107;ETIQUETA TERMICA CJX4ROLX2605UN;300;14.400;261;19/5/2026;19/5/2026;1001;1;B010;1;2604290726;H;COP;1948006
1082963;18001602;4916456162;ETIQUETA TERMICA CJX4ROLX2605UN;300;14.400;261;19/5/2026;19/5/2026;1001;1;B010;1;2604290726;H;COP;1948006
1082963;18001612;4916458831;CINTA DE RESINA 110*450M ROLX45000CM;1.940;0;261;19/5/2026;19/5/2026;1001;1;B010;4;2603311297;H;COP;1948006
1082963;18001612;4916459539;CINTA DE RESINA 110*450M ROLX45000CM;800;0;261;19/5/2026;19/5/2026;1001;1;B010;4;2603311297;H;COP;1948006
1082963;18001612;4916459630;CINTA DE RESINA 110*450M ROLX45000CM;2.145,800;0;261;19/5/2026;19/5/2026;1001;1;B010;4;2603311297;H;COP;1948006
1082963;11000092;4916459630;CARRAGENINA BTOX25KG;0,149;5.086;261;19/5/2026;19/5/2026;1001;2;B010;5;2603091072;H;COP;0
1082963;11001130;4916459630;SAL YODADA  BTOX25UNX0.5KG;2,734;6.248;261;19/5/2026;19/5/2026;1001;2;B010;6;2604220955;H;COP;0
1082963;14002446;4916459627;CARNE BIG CRUNCH;-133;-2.131.724;262;19/5/2026;19/5/2026;1001;2;B010;1;2605190174;S;COP;0
1082963;14002427;4916458831;BIG CRUNCH MARINADO BOL(10UN);-388;-3.658.840;101;19/5/2026;19/5/2026;1001;4;B010;1;2605190177;S;COP;0
1082963;14002427;4916459539;BIG CRUNCH MARINADO BOL(10UN);-160;-1.508.800;101;19/5/2026;19/5/2026;1001;4;B010;1;2605190177;S;COP;0
1082964;11000341;4916459675;MARINADOR CRISPY 15.66KG CJX60UN;6;21.459;261;19/5/2026;19/5/2026;1001;1;B010;1;2603050867;H;COP;1948007
1082964;14002437;4916459161;CARNE PARA KENTUCKY SANDWNCH;318,100;5.387.024;261;19/5/2026;19/5/2026;1001;1;B010;1;2605190173;H;COP;1948007
1082964;18001585;4916458100;BOLSA FUNDA BTOX10BOLX100UN;15;3.226;261;19/5/2026;19/5/2026;1001;1;B010;3;2604151095;H;COP;1948007
1082964;18001585;4916459548;BOLSA FUNDA BTOX10BOLX100UN;19;4.086;261;19/5/2026;19/5/2026;1001;1;B010;3;2604151095;H;COP;1948007
1082964;18001586;4916458100;BOLSA FUELLE  BTOX50BOLX100UN;300;16.471;261;19/5/2026;19/5/2026;1001;1;B010;2;2604291357;H;COP;1948007
1082964;18001586;4916459548;BOLSA FUELLE  BTOX50BOLX100UN;381;20.918;261;19/5/2026;19/5/2026;1001;1;B010;2;2604291357;H;COP;1948007
1082964;18001602;4916456136;ETIQUETA TERMICA CJX4ROLX2605UN;300;14.400;261;19/5/2026;19/5/2026;1001;1;B010;1;2604290726;H;COP;1948007
1082964;18001602;4916456151;ETIQUETA TERMICA CJX4ROLX2605UN;300;14.400;261;19/5/2026;19/5/2026;1001;1;B010;1;2604290726;H;COP;1948007
1082964;18001602;4916457065;ETIQUETA TERMICA CJX4ROLX2605UN;300;14.400;261;19/5/2026;19/5/2026;1001;1;B010;1;2604290726;H;COP;1948007
1082964;18001602;4916457070;ETIQUETA TERMICA CJX4ROLX2605UN;300;14.400;261;19/5/2026;19/5/2026;1001;1;B010;1;2604290726;H;COP;1948007
1082964;18001602;4916458262;ETIQUETA TERMICA CJX4ROLX2605UN;300;14.400;261;19/5/2026;19/5/2026;1001;1;B010;1;2604290726;H;COP;1948007
1082964;18001602;4916459551;ETIQUETA TERMICA CJX4ROLX2605UN;1;48;261;19/5/2026;19/5/2026;1001;1;B010;1;2604290726;H;COP;1948007
1082964;18001612;4916458100;CINTA DE RESINA 110*450M ROLX45000CM;1.500;0;261;19/5/2026;19/5/2026;1001;1;B010;4;2603311297;H;COP;1948007
1082964;18001612;4916459548;CINTA DE RESINA 110*450M ROLX45000CM;1.905;0;261;19/5/2026;19/5/2026;1001;1;B010;4;2603311297;H;COP;1948007
1082964;11000092;4916459675;CARRAGENINA BTOX25KG;0,149;5.086;261;19/5/2026;19/5/2026;1001;2;B010;2;2603091072;H;COP;0
1082964;11001130;4916459675;SAL YODADA  BTOX25UNX0.5KG;2,734;6.248;261;19/5/2026;19/5/2026;1001;2;B010;3;2604220955;H;COP;0
1082964;14002433;4916458100;KENTUCKY SANDWNCH BOL(5UN);-300;-2.578.200;101;19/5/2026;19/5/2026;1001;4;B010;1;2605190178;S;COP;0
1082964;14002433;4916459548;KENTUCKY SANDWNCH BOL(5UN);-381;-3.274.314;101;19/5/2026;19/5/2026;1001;4;B010;1;2605190178;S;COP;0
1082965;11000341;4916459654;MARINADOR CRISPY 15.66KG CJX60UN;2;7.153;261;19/5/2026;19/5/2026;1001;1;B010;1;2603050867;H;COP;1948008
1082965;14002440;4916453764;CARNE DE STRIPS;133;2.182.663;261;19/5/2026;19/5/2026;1001;1;B010;1;2605190171;H;COP;1948008
1082965;18001585;4916459219;BOLSA FUNDA BTOX10BOLX100UN;3;645;261;19/5/2026;19/5/2026;1001;1;B010;3;2604151095;H;COP;1948008
1082965;18001585;4916459654;BOLSA FUNDA BTOX10BOLX100UN;15;3.226;261;19/5/2026;19/5/2026;1001;1;B010;3;2604151095;H;COP;1948008
1082965;18001586;4916459219;BOLSA FUELLE  BTOX50BOLX100UN;60;3.294;261;19/5/2026;19/5/2026;1001;1;B010;2;2604291357;H;COP;1948008
1082965;18001586;4916459654;BOLSA FUELLE  BTOX50BOLX100UN;350;19.216;261;19/5/2026;19/5/2026;1001;1;B010;2;2604291357;H;COP;1948008
1082965;18001602;4916453320;ETIQUETA TERMICA CJX4ROLX2605UN;200;9.600;261;19/5/2026;19/5/2026;1001;1;B010;1;2604290726;H;COP;1948008
1082965;18001602;4916453786;ETIQUETA TERMICA CJX4ROLX2605UN;150;7.200;261;19/5/2026;19/5/2026;1001;1;B010;1;2604290726;H;COP;1948008
1082965;18001602;4916454266;ETIQUETA TERMICA CJX4ROLX2605UN;300;14.400;261;19/5/2026;19/5/2026;1001;1;B010;1;2604290726;H;COP;1948008
1082965;18001612;4916459219;CINTA DE RESINA 110*450M ROLX45000CM;300;0;261;19/5/2026;19/5/2026;1001;1;B010;4;2603311297;H;COP;1948008
1082965;18001612;4916459654;CINTA DE RESINA 110*450M ROLX45000CM;1.245,800;0;261;19/5/2026;19/5/2026;1001;1;B010;4;2603311297;H;COP;1948008
1082965;11000092;4916459654;CARRAGENINA BTOX25KG;0,062;2.116;261;19/5/2026;19/5/2026;1001;2;B010;5;2603091072;H;COP;0
1082965;11001130;4916459654;SAL YODADA  BTOX25UNX0.5KG;1,143;2.612;261;19/5/2026;19/5/2026;1001;2;B010;6;2604220955;H;COP;0
1082965;14002441;4916453879;STRIPS MARINADO BOL(20UN);-150;-2.528.550;101;19/5/2026;19/5/2026;1001;4;B010;1;2605190179;S;COP;0
1082965;14002441;4916454552;STRIPS MARINADO BOL(20UN);-135;-2.275.695;101;19/5/2026;19/5/2026;1001;4;B010;1;2605190179;S;COP;0
1082965;14002441;4916459200;STRIPS MARINADO BOL(20UN);-60;-1.011.420;101;19/5/2026;19/5/2026;1001;4;B010;1;2605190179;S;COP;0
1082965;14002441;4916459219;STRIPS MARINADO BOL(20UN);-60;-1.011.420;101;19/5/2026;19/5/2026;1001;4;B010;1;2605190179;S;COP;0
1082966;13000365;4916475817;ASERRIN HUESO DE POLLO;-440;-440;531;21/5/2026;21/5/2026;1001;1;B010;9;2605190180;S;COP;1948009
1082966;13000367;4916457021;COSTILLA DE POLLO;1.175,600;1.528.280;261;19/5/2026;19/5/2026;1001;1;B010;1;2605170014;H;COP;1948009
1082966;13000367;4916475817;COSTILLA DE POLLO;280;364.000;261;21/5/2026;21/5/2026;1001;1;B010;3;2605170014;H;COP;1948009
1082966;13000367;4916475817;COSTILLA DE POLLO;280;364.000;261;21/5/2026;21/5/2026;1001;1;B010;8;2605180252;H;COP;1948009
1082966;13000367;4916475820;COSTILLA DE POLLO;120;156.000;261;21/5/2026;21/5/2026;1001;1;B010;1;2605170014;H;COP;1948009
1082966;13000367;4916475820;COSTILLA DE POLLO;154,500;200.850;261;21/5/2026;21/5/2026;1001;1;B010;2;2605190169;H;COP;1948009
1082966;13000368;4916475817;GRASA DE POLLO;40;12.000;261;21/5/2026;21/5/2026;1001;1;B010;4;2605140091;H;COP;1948009
1082966;13000371;4916457032;PUNTILLAS;95,100;19.020;261;19/5/2026;19/5/2026;1001;1;B010;1;2605180195;H;COP;1948009
1082966;13000371;4916475817;PUNTILLAS;60;12.000;261;21/5/2026;21/5/2026;1001;1;B010;2;2605180195;H;COP;1948009
1082966;18001585;4916475817;BOLSA FUNDA BTOX10BOLX100UN;5;1.078;261;21/5/2026;21/5/2026;1001;1;B010;6;2604151095;H;COP;1948009
1082966;18001593;4916475817;BOLSA PASTA DE POLLO BTOX9BOLX50UN;135;104.107;261;21/5/2026;21/5/2026;1001;1;B010;5;2604291279;H;COP;1948009
1082966;18001602;4916458782;ETIQUETA TERMICA CJX4ROLX2605UN;200;9.600;261;19/5/2026;19/5/2026;1001;1;B010;1;2604241568;H;COP;1948009
1082966;18001602;4916458788;ETIQUETA TERMICA CJX4ROLX2605UN;200;9.600;261;19/5/2026;19/5/2026;1001;1;B010;1;2604241568;H;COP;1948009
1082966;18001602;4916458789;ETIQUETA TERMICA CJX4ROLX2605UN;100;4.800;261;19/5/2026;19/5/2026;1001;1;B010;1;2604241568;H;COP;1948009
1082966;18001612;4916475817;CINTA DE RESINA 110*450M ROLX45000CM;2.145,800;0;261;21/5/2026;21/5/2026;1001;1;B010;7;2603311297;H;COP;1948009
1082966;14002442;4916475817;PASTA DE POLLO;-1.740;-4.257.780;101;21/5/2026;21/5/2026;1001;4;B010;1;2605190180;S;COP;0
1082967;11001134;4916461637;MARINADOR CRISPY INYECCION BTOX20KG;177,240;2.016.359;261;20/5/2026;20/5/2026;1003;1;B010;1;2605061243;H;COP;1948022
1082967;18001591;4916461637;BOLSA ENSALADA IMPRESA BTOX10BOLX100UN;10;3.042;261;20/5/2026;20/5/2026;1003;1;B010;2;2604221468;H;COP;1948022
1082967;18001602;4916453289;ETIQUETA TERMICA CJX4ROLX2605UN;2;96;261;19/5/2026;19/5/2026;1001;1;B010;1;2604241568;H;COP;1948022
1082967;11001134;4916461637;MARINADOR CRISPY INYECCION BTOX20KG;31,080;353.579;261;20/5/2026;20/5/2026;1003;2;B010;3;2605070590;H;COP;0
1082967;12002517;4916453284;MIX DE SALMUERA CRISPY;-208,320;-2.707.535;101;19/5/2026;19/5/2026;1003;4;B010;1;2605190212;S;COP;0
1082985;11001132;4916459587;SALSA DE AREQUIPE BOLX5KG;23,940;256.330;261;19/5/2026;19/5/2026;1008;1;B010;4;2605071286;H;COP;1948191
1082985;11001132;4916459643;SALSA DE AREQUIPE BOLX5KG;0,310;3.319;261;19/5/2026;19/5/2026;1008;1;B010;1;2605141157;H;COP;1948191
1082985;11001132;4916493129;SALSA DE AREQUIPE BOLX5KG;215,150;2.303.654;261;21/5/2026;21/5/2026;1008;1;B010;4;2605141157;H;COP;1948191
1082985;11001132;4916507806;SALSA DE AREQUIPE BOLX5KG;10,080;106.801;261;22/5/2026;22/5/2026;1008;1;B010;2;2605141157;H;COP;1948191
1082985;12002544;4916459587;GALLETA TRITURADA;5;103.915;261;19/5/2026;19/5/2026;1008;1;B010;2;2605160408;H;COP;1948191
1082985;12002544;4916459587;GALLETA TRITURADA;19,200;399.034;261;19/5/2026;19/5/2026;1008;1;B010;3;2605180920;H;COP;1948191
1082985;12002544;4916493129;GALLETA TRITURADA;45;935.235;261;21/5/2026;21/5/2026;1008;1;B010;2;2605180920;H;COP;1948191
1082985;12002544;4916493129;GALLETA TRITURADA;117,520;2.442.418;261;21/5/2026;21/5/2026;1008;1;B010;3;2605190855;H;COP;1948191
1082985;12002544;4916518479;GALLETA TRITURADA;8;166.264;261;24/5/2026;24/5/2026;1008;1;B010;1;2605211528;H;COP;1948191
1082985;12002544;4916518484;GALLETA TRITURADA;6;124.698;261;24/5/2026;24/5/2026;1008;1;B010;1;2605211528;H;COP;1948191
1082985;18001501;4916459587;VASO AVALANC OREO 12OZ CJX16BOLX50UN;1.260;178.348;261;19/5/2026;19/5/2026;1008;1;B010;9;2603161315;H;COP;1948191
1082985;18001501;4916518959;VASO AVALANC OREO 12OZ CJX16BOLX50UN;3.175;449.408;261;24/5/2026;24/5/2026;1008;1;B010;1;2603161315;H;COP;1948191
1082985;18001565;4916459587;TAPA PLASTICA VASO 12OZ CJX16BOLX50U;1.260;70.662;261;19/5/2026;19/5/2026;1008;1;B010;10;2602161165;H;COP;1948191
1082985;18001565;4916520550;TAPA PLASTICA VASO 12OZ CJX16BOLX50U;10.589;593.845;261;25/5/2026;25/5/2026;1008;1;B010;1;2602161165;H;COP;1948191
1082985;18001597;4916459587;ETIQUETA POSTRES CJX6ROLX10786UN;1.260;102.230;261;19/5/2026;19/5/2026;1008;1;B010;5;2401300920;H;COP;1948191
1082985;18001597;4916493129;ETIQUETA POSTRES CJX6ROLX10786UN;11.340;920.068;261;21/5/2026;21/5/2026;1008;1;B010;5;2401300920;H;COP;1948191
1082985;18001597;4916507806;ETIQUETA POSTRES CJX6ROLX10786UN;870;70.587;261;22/5/2026;22/5/2026;1008;1;B010;3;2401300920;H;COP;1948191
1082985;18001597;4916552501;ETIQUETA POSTRES CJX6ROLX10786UN;5.308;430.663;261;27/5/2026;27/5/2026;1008;1;B010;1;2401300920;H;COP;1948191
1082985;18001602;4916454809;ETIQUETA TERMICA CJX4ROLX2605UN;163;7.824;261;19/5/2026;19/5/2026;1008;1;B010;1;2604290726;H;COP;1948191
1082985;18001602;4916478684;ETIQUETA TERMICA CJX4ROLX2605UN;1;48;261;21/5/2026;21/5/2026;1008;1;B010;1;2604290726;H;COP;1948191
1082985;18001602;4916478696;ETIQUETA TERMICA CJX4ROLX2605UN;5;240;261;21/5/2026;21/5/2026;1008;1;B010;1;2604290726;H;COP;1948191
1082985;18001602;4916478736;ETIQUETA TERMICA CJX4ROLX2605UN;20;960;261;21/5/2026;21/5/2026;1008;1;B010;1;2604290726;H;COP;1948191
1082985;18001602;4916493129;ETIQUETA TERMICA CJX4ROLX2605UN;33;1.584;261;21/5/2026;21/5/2026;1008;1;B010;7;2604290726;H;COP;1948191
1082985;18001602;4916500485;ETIQUETA TERMICA CJX4ROLX2605UN;20;960;261;22/5/2026;22/5/2026;1008;1;B010;1;2604290726;H;COP;1948191
1082985;18001602;4916500843;ETIQUETA TERMICA CJX4ROLX2605UN;30;1.440;261;22/5/2026;22/5/2026;1008;1;B010;1;2604290726;H;COP;1948191
1082985;18001602;4916503641;ETIQUETA TERMICA CJX4ROLX2605UN;8;384;261;22/5/2026;22/5/2026;1008;1;B010;1;2604290726;H;COP;1948191
1082985;18001602;4916507806;ETIQUETA TERMICA CJX4ROLX2605UN;6;288;261;22/5/2026;22/5/2026;1008;1;B010;5;2604290726;H;COP;1948191
1082985;18001612;4916459587;CINTA DE RESINA 110*450M ROLX45000CM;2.725;0;261;19/5/2026;19/5/2026;1008;1;B010;6;2604170949;H;COP;1948191
1082985;18001612;4916493129;CINTA DE RESINA 110*450M ROLX45000CM;18.000;0;261;21/5/2026;21/5/2026;1008;1;B010;6;2603311297;H;COP;1948191
1082985;18001612;4916507806;CINTA DE RESINA 110*450M ROLX45000CM;8.000;0;261;22/5/2026;22/5/2026;1008;1;B010;4;2603311297;H;COP;1948191
1082985;18001612;4916518488;CINTA DE RESINA 110*450M ROLX45000CM;25.000;0;261;24/5/2026;24/5/2026;1008;1;B010;1;2604170949;H;COP;1948191
1082985;18001612;4916520557;CINTA DE RESINA 110*450M ROLX45000CM;16.000;0;261;25/5/2026;25/5/2026;1008;1;B010;1;2604290727;H;COP;1948191
1082985;18001612;4916520558;CINTA DE RESINA 110*450M ROLX45000CM;-37.000;0;262;25/5/2026;25/5/2026;1008;1;B010;1;2604290727;S;COP;1948191
1082985;18001664;4916459587;CAJA HELADOS C790 50X34 BTOX25UN;20;95.864;261;19/5/2026;19/5/2026;1008;1;B010;7;2605060291;H;COP;1948191
1082985;18001664;4916493129;CAJA HELADOS C790 50X34 BTOX25UN;180;862.777;261;21/5/2026;21/5/2026;1008;1;B010;8;2605060291;H;COP;1948191
1082985;18001664;4916507806;CAJA HELADOS C790 50X34 BTOX25UN;8;38.346;261;22/5/2026;22/5/2026;1008;1;B010;6;2605060291;H;COP;1948191
1082985;18001665;4916459587;SEPARADOR HELADO BOLX50UN;60;32.520;261;19/5/2026;19/5/2026;1008;1;B010;8;2604300729;H;COP;1948191
1082985;18001665;4916493129;SEPARADOR HELADO BOLX50UN;540;292.680;261;21/5/2026;21/5/2026;1008;1;B010;9;2604300729;H;COP;1948191
1082985;18001665;4916507806;SEPARADOR HELADO BOLX50UN;24;13.008;261;22/5/2026;22/5/2026;1008;1;B010;7;2604300729;H;COP;1948191
1082985;11001128;4916459587;BASE HELADO VAINILLA CJX13.2KG;189;925.731;261;19/5/2026;19/5/2026;1008;2;B010;11;2605080638;H;COP;0
1082985;11001128;4916493129;BASE HELADO VAINILLA CJX13.2KG;384,720;1.884.377;261;21/5/2026;21/5/2026;1008;2;B010;10;2605080638;H;COP;0
1082985;11001128;4916493129;BASE HELADO VAINILLA CJX13.2KG;198;969.813;261;21/5/2026;21/5/2026;1008;2;B010;11;2605081377;H;COP;0
1082985;11001128;4916493129;BASE HELADO VAINILLA CJX13.2KG;1.128,280;5.526.369;261;21/5/2026;21/5/2026;1008;2;B010;12;2604300888;H;COP;0
1082985;11001128;4916507806;BASE HELADO VAINILLA CJX13.2KG;75;367.358;261;22/5/2026;22/5/2026;1008;2;B010;8;2605080638;H;COP;0
1082985;11001132;4916552507;SALSA DE AREQUIPE BOLX5KG;-39;-416.700;262;27/5/2026;27/5/2026;1008;2;B010;1;2605141157;S;COP;0
1082985;12002544;4916493129;GALLETA TRITURADA;37,300;775.206;261;21/5/2026;21/5/2026;1008;2;B010;13;2605211528;H;COP;0
1082985;15005756;4916518959;TAPA PAPEL AVALANCHA CJX20BOL(50UN);134;929.060;261;24/5/2026;24/5/2026;1008;2;B010;3;2605141330;H;COP;0
1082985;15005756;4916551669;TAPA PAPEL AVALANCHA CJX20BOL(50UN);50;346.664;261;26/5/2026;26/5/2026;1008;2;B010;1;2605141330;H;COP;0
1082985;18001501;4916518959;VASO AVALANC OREO 12OZ CJX16BOLX50UN;8.720;1.234.281;261;24/5/2026;24/5/2026;1008;2;B010;2;2604201004;H;COP;0
1082985;14002692;4916459587;AVALANCHA OREO CJ(63UN);-20;-2.862.540;101;19/5/2026;19/5/2026;1008;4;B010;1;2605190483;S;COP;0
1082985;14002692;4916473351;AVALANCHA OREO CJ(63UN);-60;-8.587.620;101;20/5/2026;20/5/2026;1008;4;B010;1;2605190483;S;COP;0
1082985;14002692;4916486084;AVALANCHA OREO CJ(63UN);-20;-2.862.540;101;21/5/2026;21/5/2026;1008;4;B010;1;2605190483;S;COP;0
1082985;14002692;4916486696;AVALANCHA OREO CJ(63UN);-60;-8.587.620;101;21/5/2026;21/5/2026;1008;4;B010;1;2605190483;S;COP;0
1082985;14002692;4916493129;AVALANCHA OREO CJ(63UN);-40;-5.725.080;101;21/5/2026;21/5/2026;1008;4;B010;1;2605190483;S;COP;0
1082985;14002692;4916507806;AVALANCHA OREO CJ(63UN);-8;-1.145.016;101;22/5/2026;22/5/2026;1008;4;B010;1;2605190483;S;COP;0
1082986;11000341;4916459667;MARINADOR CRISPY 15.66KG CJX60UN;8;28.612;261;19/5/2026;19/5/2026;1001;1;B010;1;2603050867;H;COP;1948199
1082986;14002440;4916459269;CARNE DE STRIPS;154,500;2.535.499;261;19/5/2026;19/5/2026;1001;1;B010;1;2605190171;H;COP;1948199
1082986;14002440;4916459314;CARNE DE STRIPS;133;2.182.663;261;19/5/2026;19/5/2026;1001;1;B010;1;2605190171;H;COP;1948199
1082986;14002440;4916459507;CARNE DE STRIPS;133;2.182.663;261;19/5/2026;19/5/2026;1001;1;B010;1;2605190171;H;COP;1948199
1082986;18001585;4916459041;BOLSA FUNDA BTOX10BOLX100UN;5;1.075;261;19/5/2026;19/5/2026;1001;1;B010;3;2604151095;H;COP;1948199
1082986;18001585;4916459667;BOLSA FUNDA BTOX10BOLX100UN;15;3.226;261;19/5/2026;19/5/2026;1001;1;B010;3;2604151095;H;COP;1948199
1082986;18001586;4916459041;BOLSA FUELLE  BTOX50BOLX100UN;41;2.251;261;19/5/2026;19/5/2026;1001;1;B010;2;2604291357;H;COP;1948199
1082986;18001586;4916459667;BOLSA FUELLE  BTOX50BOLX100UN;95;5.216;261;19/5/2026;19/5/2026;1001;1;B010;2;2604291357;H;COP;1948199
1082986;18001602;4916454935;ETIQUETA TERMICA CJX4ROLX2605UN;300;14.400;261;19/5/2026;19/5/2026;1001;1;B010;1;2604290726;H;COP;1948199
1082986;18001602;4916454938;ETIQUETA TERMICA CJX4ROLX2605UN;300;14.400;261;19/5/2026;19/5/2026;1001;1;B010;1;2604290726;H;COP;1948199
1082986;18001602;4916459580;ETIQUETA TERMICA CJX4ROLX2605UN;1;48;261;19/5/2026;19/5/2026;1001;1;B010;1;2604241568;H;COP;1948199
1082986;18001612;4916459041;CINTA DE RESINA 110*450M ROLX45000CM;500;0;261;19/5/2026;19/5/2026;1001;1;B010;4;2603311297;H;COP;1948199
1082986;11000092;4916459667;CARRAGENINA BTOX25KG;0,197;6.725;261;19/5/2026;19/5/2026;1001;2;B010;4;2603091072;H;COP;0
1082986;11001130;4916459667;SAL YODADA  BTOX25UNX0.5KG;3,614;8.259;261;19/5/2026;19/5/2026;1001;2;B010;5;2604220955;H;COP;0
1082986;14002441;4916459041;STRIPS MARINADO BOL(20UN);-100;-1.685.700;101;19/5/2026;19/5/2026;1001;4;B010;1;2605190495;S;COP;0
1082987;11001135;4916458068;MARINADO PICANTE CJX25UN;22;627.684;261;19/5/2026;19/5/2026;1001;1;B010;2;2604221405;H;COP;1948298
